mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.025504255294799806,0.003409783495522264,0.0012613773345947266,8.426059344441875e-05,1e-05,balanced,1000,"{'C': 1e-05, 'class_weight': 'balanced', 'max_iter': 1000}",0.6908761528326746,0.6771170006464124,0.6457659987071752,0.7010342598577892,0.6368631368631368,0.6703313097814376,0.0250374935908947,39,0.6962148962148962,0.6744121856471069,0.6777652831731753,0.6638315272950317,0.6667681380010146,0.675798406066245,0.011378710045071079
0.03534355163574219,0.007628718031156414,0.001379108428955078,0.00017229754399799907,1e-05,,1000,"{'C': 1e-05, 'class_weight': None, 'max_iter': 1000}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,42,0.5,0.5,0.5,0.5,0.5,0.5,0.0
0.030505037307739256,0.001301155494138627,0.0012500762939453125,0.00018395376400676396,0.0001,balanced,1000,"{'C': 0.0001, 'class_weight': 'balanced', 'max_iter': 1000}",0.7017457180500659,0.7175177763413056,0.6695216548157725,0.7157401422107303,0.6533466533466533,0.6915743889529056,0.02572229292971373,27,0.7136548636548636,0.7079022694745452,0.7122469842567982,0.7065324064608465,0.7140537798072044,0.7108780607308516,0.0030792798634137423
0.031983375549316406,0.0015607813219548363,0.0012882232666015625,6.306437773388644e-05,0.0001,,1000,"{'C': 0.0001, 'class_weight': None, 'max_iter': 1000}",0.5,0.5,0.5147058823529411,0.5,0.5151515151515151,0.5059714795008913,0.007314896445163332,41,0.5,0.5074626865671642,0.503731343283582,0.5074626865671642,0.5037037037037037,0.5044720840243229,0.0027937805146865083
0.054538393020629884,0.01261144368278322,0.0015253067016601563,0.00013233718273003364,0.001,balanced,1000,"{'C': 0.001, 'class_weight': 'balanced', 'max_iter': 1000}",0.7071805006587615,0.7357789269553976,0.6712992889463478,0.6661279896574015,0.6863136863136863,0.6933400785063188,0.025566687365533632,25,0.7586894586894587,0.7413923533019833,0.7341647924759762,0.7308116949499079,0.7420091324200913,0.7414134863674835,0.009630742493605064
0.05538234710693359,0.001216175640778989,0.0014344215393066405,4.30712516998788e-05,0.001,,1000,"{'C': 0.001, 'class_weight': None, 'max_iter': 1000}",0.68066534914361,0.6085972850678734,0.5919521654815773,0.6654815772462831,0.7011322011322011,0.6495657156143089,0.04213629728902827,40,0.664041514041514,0.6919034962175424,0.6864240441627479,0.6756082600695155,0.6627092846270929,0.6761373198236825,0.011672956495202893
0.12126626968383789,0.013840769722788396,0.0019578456878662108,0.0006178039463576311,0.01,balanced,1000,"{'C': 0.01, 'class_weight': 'balanced', 'max_iter': 1000}",0.7355072463768115,0.7412734324499031,0.6822882999353588,0.7357789269553976,0.7041292041292042,0.7197954219693351,0.022872924503614625,2,0.8336487586487586,0.8286342261296258,0.8429462277652832,0.8449294622776529,0.8271435819381026,0.8354604513518845,0.007276660147418987
0.1489567279815674,0.021731868806353354,0.002125072479248047,0.0006838834762743204,0.01,,1000,"{'C': 0.01, 'class_weight': None, 'max_iter': 1000}",0.7055335968379447,0.6895604395604396,0.68939883645766,0.6931157078215902,0.6998001998001998,0.6954817560955668,0.006282524072463302,20,0.7895502645502646,0.7810774892659988,0.7653956246166428,0.7620425270905745,0.7734145104008118,0.7742960831848584,0.010087839092886932
0.4347358226776123,0.05750133494874024,0.0021318435668945313,0.0008214572221773631,0.1,balanced,1000,"{'C': 0.1, 'class_weight': 'balanced', 'max_iter': 1000}",0.7160737812911726,0.7063671622495152,0.7189722042663219,0.7448287007110537,0.7467532467532467,0.726599019054262,0.016228315692008045,1,0.9623728123728124,0.9559292578204867,0.962400327131466,0.9702412594561439,0.9665651953323187,0.9635017704226454,0.004788234650091274
0.463792610168457,0.09922591635651999,0.007829618453979493,0.006874723070047001,0.1,,1000,"{'C': 0.1, 'class_weight': None, 'max_iter': 1000}",0.6577733860342556,0.7079831932773109,0.6801874595992243,0.7097608274078862,0.6874791874791875,0.6886368107595728,0.019213480727584747,29,0.9106939356939356,0.9249948885708444,0.9161623389899816,0.9124309957063995,0.92181633688483,0.9172196991691983,0.005444592342104684
2.000696563720703,0.08617260875060379,0.003395748138427734,0.0011797654135605213,1.0,balanced,1000,"{'C': 1.0, 'class_weight': 'balanced', 'max_iter': 1000}",0.6760540184453228,0.7209114414996768,0.7281835811247577,0.7171945701357466,0.7329337329337329,0.7150554688278474,0.020258138918465732,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.4793156147003175,0.6261981463277081,0.0030178070068359376,0.0014386149609659342,1.0,,1000,"{'C': 1.0, 'class_weight': None, 'max_iter': 1000}",0.671772068511199,0.7189722042663219,0.6913380736910149,0.6840659340659341,0.7329337329337329,0.6998164026936405,0.022672213392295276,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.3502695560455322,0.035556971007071315,0.0019111156463623047,0.0004426944825923359,10.0,balanced,1000,"{'C': 10.0, 'class_weight': 'balanced', 'max_iter': 1000}",0.6706192358366272,0.7319004524886878,0.7189722042663219,0.6730769230769231,0.7219447219447219,0.7033027075226564,0.026048785821476687,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0642570972442627,0.22220927134529433,0.0016025543212890626,5.7017762068283626e-05,10.0,,1000,"{'C': 10.0, 'class_weight': None, 'max_iter': 1000}",0.6511857707509882,0.7226890756302521,0.7005494505494505,0.6638655462184874,0.7329337329337329,0.6942447152165822,0.03200824277083697,24,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.9392542839050293,0.0667636634475651,0.0016566276550292968,3.203217273657307e-05,100.0,balanced,1000,"{'C': 100.0, 'class_weight': 'balanced', 'max_iter': 1000}",0.6912055335968379,0.7171945701357466,0.7244667097608274,0.6730769230769231,0.7219447219447219,0.7055776917030114,0.020112112949950765,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.8955580234527588,0.04966554678169861,0.0022261619567871095,0.00028035950421772605,100.0,,1000,"{'C': 100.0, 'class_weight': None, 'max_iter': 1000}",0.6814888010540184,0.7171945701357466,0.6858435681965094,0.6638655462184874,0.7274392274392274,0.6951663426087978,0.023581819368530516,22,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0514121055603027,0.05114767680205819,0.004689073562622071,0.0028161241583743155,1000.0,balanced,1000,"{'C': 1000.0, 'class_weight': 'balanced', 'max_iter': 1000}",0.6912055335968379,0.7171945701357466,0.7097608274078862,0.6730769230769231,0.7164502164502164,0.7015376141335221,0.017040598811678246,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.1345769882202148,0.054439319838868565,0.0019734859466552734,0.0003537303771136802,1000.0,,1000,"{'C': 1000.0, 'class_weight': None, 'max_iter': 1000}",0.6912055335968379,0.7079831932773109,0.7005494505494505,0.6785714285714286,0.7219447219447219,0.7000508655879499,0.014711338948483912,17,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.803779411315918,0.06512798390684968,0.0017920970916748048,0.00016083213358316156,10000.0,balanced,1000,"{'C': 10000.0, 'class_weight': 'balanced', 'max_iter': 1000}",0.6912055335968379,0.7171945701357466,0.7097608274078862,0.6785714285714286,0.7164502164502164,0.7026365152324232,0.015253241393424282,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.6888030529022217,0.0341694978072825,0.0021637916564941407,0.00034698596992332976,10000.0,,1000,"{'C': 10000.0, 'class_weight': None, 'max_iter': 1000}",0.6912055335968379,0.6877828054298643,0.706043956043956,0.6638655462184874,0.7274392274392274,0.6952674137456746,0.021022630550998827,21,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.4108270645141602,0.025312857459679185,0.001896238327026367,0.00012786907412771248,100000.0,balanced,1000,"{'C': 100000.0, 'class_weight': 'balanced', 'max_iter': 1000}",0.6663372859025033,0.6969941822882999,0.7207498383968972,0.6528765352294764,0.7370962370962371,0.6948108157826828,0.0317328934340878,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.3991516590118408,0.022583673930190958,0.001876497268676758,8.98454847537627e-05,100000.0,,1000,"{'C': 100000.0, 'class_weight': None, 'max_iter': 1000}",0.6620553359683794,0.7117000646412411,0.7409502262443439,0.6620879120879121,0.7067932067932068,0.6967173491470167,0.030604591667986458,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.2134477138519287,0.02286011761388266,0.001997566223144531,0.00014093620589210058,1000000.0,balanced,1000,"{'C': 1000000.0, 'class_weight': 'balanced', 'max_iter': 1000}",0.6511857707509882,0.7062055591467356,0.6968325791855203,0.6658047834518424,0.7454212454212454,0.6930899875912664,0.03293943384171275,26,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.209633731842041,0.017372669493481433,0.00186920166015625,4.760855473185317e-05,1000000.0,,1000,"{'C': 1000000.0, 'class_weight': None, 'max_iter': 1000}",0.6057312252964426,0.7411118293471235,0.717032967032967,0.6620879120879121,0.7192807192807193,0.6890489306090328,0.049145395113133664,28,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.13234238624572753,0.005226801331216557,0.001957273483276367,0.0001591518289640157,10000000.0,balanced,1000,"{'C': 10000000.0, 'class_weight': 'balanced', 'max_iter': 1000}",0.6663372859025033,0.7044279250161603,0.6968325791855203,0.6969941822882999,0.73992673992674,0.7009037424638448,0.023502821720224405,16,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.12755680084228516,0.013900522328775287,0.0019375801086425782,0.00020969335699260407,10000000.0,,1000,"{'C': 10000000.0, 'class_weight': None, 'max_iter': 1000}",0.6100131752305665,0.7117000646412411,0.7023270846800258,0.6877828054298643,0.6986346986346986,0.6820915657232793,0.03684426486596381,30,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.12479424476623535,0.0035283438715644705,0.0019272327423095702,5.350499640646735e-05,100000000.0,balanced,1000,"{'C': 100000000.0, 'class_weight': 'balanced', 'max_iter': 1000}",0.6663372859025033,0.7154169360051713,0.6968325791855203,0.6969941822882999,0.73992673992674,0.703101544661647,0.02423210430674933,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.12386903762817383,0.005878591538829325,0.001946401596069336,9.485972683572315e-05,100000000.0,,1000,"{'C': 100000000.0, 'class_weight': None, 'max_iter': 1000}",0.6100131752305665,0.7117000646412411,0.7023270846800258,0.6822882999353588,0.6986346986346986,0.6809926646243782,0.03673992336517059,31,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.12913198471069337,0.010521171870282616,0.001970672607421875,5.284952101547553e-05,1000000000.0,balanced,1000,"{'C': 1000000000.0, 'class_weight': 'balanced', 'max_iter': 1000}",0.6663372859025033,0.7154169360051713,0.6968325791855203,0.6969941822882999,0.73992673992674,0.703101544661647,0.02423210430674933,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.13194012641906738,0.00587746324651407,0.0022636890411376954,0.0005330062974685585,1000000000.0,,1000,"{'C': 1000000000.0, 'class_weight': None, 'max_iter': 1000}",0.6100131752305665,0.7117000646412411,0.7023270846800258,0.6822882999353588,0.6986346986346986,0.6809926646243782,0.03673992336517059,31,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.1271280288696289,0.01015162578612681,0.0018797874450683593,8.438840342154628e-05,10000000000.0,balanced,1000,"{'C': 10000000000.0, 'class_weight': 'balanced', 'max_iter': 1000}",0.6663372859025033,0.7154169360051713,0.6968325791855203,0.6969941822882999,0.73992673992674,0.703101544661647,0.02423210430674933,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.12622466087341308,0.008554786386398288,0.001943349838256836,4.0812915499410596e-05,10000000000.0,,1000,"{'C': 10000000000.0, 'class_weight': None, 'max_iter': 1000}",0.6100131752305665,0.7117000646412411,0.7023270846800258,0.6822882999353588,0.6986346986346986,0.6809926646243782,0.03673992336517059,31,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.12624216079711914,0.005759835755175891,0.0020829200744628905,0.0004798438313703894,100000000000.0,balanced,1000,"{'C': 100000000000.0, 'class_weight': 'balanced', 'max_iter': 1000}",0.6663372859025033,0.7154169360051713,0.6968325791855203,0.6969941822882999,0.73992673992674,0.703101544661647,0.02423210430674933,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.1319429874420166,0.004649242686530249,0.0021709918975830076,0.0003168003016293451,100000000000.0,,1000,"{'C': 100000000000.0, 'class_weight': None, 'max_iter': 1000}",0.6100131752305665,0.7117000646412411,0.7023270846800258,0.6822882999353588,0.6986346986346986,0.6809926646243782,0.03673992336517059,31,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.13931736946105958,0.013969791342901978,0.00225977897644043,0.0005562495916337369,1000000000000.0,balanced,1000,"{'C': 1000000000000.0, 'class_weight': 'balanced', 'max_iter': 1000}",0.6663372859025033,0.7154169360051713,0.6968325791855203,0.6969941822882999,0.73992673992674,0.703101544661647,0.02423210430674933,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.12071847915649414,0.003141033200615277,0.0019165992736816407,0.00010839237577977888,1000000000000.0,,1000,"{'C': 1000000000000.0, 'class_weight': None, 'max_iter': 1000}",0.6100131752305665,0.7117000646412411,0.7023270846800258,0.6822882999353588,0.6986346986346986,0.6809926646243782,0.03673992336517059,31,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.12548422813415527,0.005965835996669888,0.001779937744140625,0.0001237035986659065,10000000000000.0,balanced,1000,"{'C': 10000000000000.0, 'class_weight': 'balanced', 'max_iter': 1000}",0.6663372859025033,0.7154169360051713,0.6968325791855203,0.6969941822882999,0.73992673992674,0.703101544661647,0.02423210430674933,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.12136983871459961,0.005234352952750784,0.0019137859344482422,4.7639110683361127e-05,10000000000000.0,,1000,"{'C': 10000000000000.0, 'class_weight': None, 'max_iter': 1000}",0.6100131752305665,0.7117000646412411,0.7023270846800258,0.6822882999353588,0.6986346986346986,0.6809926646243782,0.03673992336517059,31,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.1424030303955078,0.013290622895844073,0.002107048034667969,0.0003523082099594921,100000000000000.0,balanced,1000,"{'C': 100000000000000.0, 'class_weight': 'balanced', 'max_iter': 1000}",0.6663372859025033,0.7154169360051713,0.6968325791855203,0.6969941822882999,0.73992673992674,0.703101544661647,0.02423210430674933,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.18022232055664061,0.019599266898957024,0.002431774139404297,0.0006550910395729323,100000000000000.0,,1000,"{'C': 100000000000000.0, 'class_weight': None, 'max_iter': 1000}",0.6100131752305665,0.7117000646412411,0.7023270846800258,0.6822882999353588,0.6986346986346986,0.6809926646243782,0.03673992336517059,31,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.1904831886291504,0.026051300143075284,0.0027930736541748047,0.0010864508680698008,1000000000000000.0,balanced,1000,"{'C': 1000000000000000.0, 'class_weight': 'balanced', 'max_iter': 1000}",0.6663372859025033,0.7154169360051713,0.6968325791855203,0.6969941822882999,0.73992673992674,0.703101544661647,0.02423210430674933,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.19785027503967284,0.017422688781502507,0.0019032955169677734,0.000904523804016784,1000000000000000.0,,1000,"{'C': 1000000000000000.0, 'class_weight': None, 'max_iter': 1000}",0.6100131752305665,0.7117000646412411,0.7023270846800258,0.6822882999353588,0.6986346986346986,0.6809926646243782,0.03673992336517059,31,1.0,1.0,1.0,1.0,1.0,1.0,0.0
